train_loss,step,epoch
5.278995513916016,49,0
3.338080644607544,99,1
2.8104000091552734,149,2
2.678128719329834,199,3
2.542384386062622,249,4
2.599752187728882,299,5
2.4915409088134766,349,6
2.4752728939056396,399,7
2.528878688812256,449,8
2.427325963973999,499,9
