62434;31.08.2010;106.1
62434;30.09.2010;107
62434;31.10.2010;107.5
62434;30.11.2010;108.1
62434;31.12.2010;108.8
62434;31.01.2011;109.6
62434;28.02.2011;109.5
62434;31.03.2011;109.5
62434;30.04.2011;109.6
62434;31.05.2011;109.6
62434;30.06.2011;109.4
62434;31.07.2011;109
62434;31.08.2011;108.2
62434;30.09.2011;107.2
62434;31.10.2011;107.2
62434;30.11.2011;106.8
62434;31.12.2011;106.1
62434;31.01.2012;104.2
62434;29.02.2012;103.7
62434;31.03.2012;103.7
62434;30.04.2012;103.6
62434;31.05.2012;103.6
62434;30.06.2012;104.3
62434;31.07.2012;105.6
62434;31.08.2012;105.9
62434;30.09.2012;106.6
62434;31.10.2012;106.5
62434;30.11.2012;106.5
62434;31.12.2012;106.6
62434;31.01.2013;107.1
62434;28.02.2013;107.3
62434;31.03.2013;107
62434;30.04.2013;107.2
62434;31.05.2013;107.4
62434;30.06.2013;106.9
62434;31.07.2013;106.5
62434;31.08.2013;106.5
62434;30.09.2013;106.1
62434;31.10.2013;106.3
62434;30.11.2013;106.5
62434;31.12.2013;106.5
62434;31.01.2014;106.1
62434;28.02.2014;106.2
62434;31.03.2014;106.9
62434;30.04.2014;107.3
62434;31.05.2014;107.6
62434;30.06.2014;107.8
62434;31.07.2014;107.5
62434;31.08.2014;107.6
62434;30.09.2014;108
62434;31.10.2014;108.3
62434;30.11.2014;109.1
62434;31.12.2014;111.4
62434;31.01.2015;115
62434;28.02.2015;116.7
62434;31.03.2015;116.9
62434;30.04.2015;116.4
62434;31.05.2015;115.8
62434;30.06.2015;115.3
62434;31.07.2015;115.6
62434;31.08.2015;115.8
62434;30.09.2015;115.7
62434;31.10.2015;115.6
62434;30.11.2015;115
62434;31.12.2015;112.9
62434;31.01.2016;109.8
62434;29.02.2016;108.1
62434;31.03.2016;107.3
62434;30.04.2016;107.3
62434;31.05.2016;107.3
62434;30.06.2016;107.5
62434;31.07.2016;107.2
62434;31.08.2016;106.9
62434;30.09.2016;106.4
62434;31.10.2016;106.1
62434;30.11.2016;105.8
62434;31.12.2016;105.4
62434;31.01.2017;105
62434;28.02.2017;104.6
62434;31.03.2017;104.3
62434;30.04.2017;104.1
62434;31.05.2017;104.1
62434;30.06.2017;104.4
62434;31.07.2017;103.9
62434;31.08.2017;103.3
62434;30.09.2017;103
62434;31.10.2017;102.7
62434;30.11.2017;102.5
62434;31.12.2017;102.5
62434;31.01.2018;102.2
62434;28.02.2018;102.2
62434;31.03.2018;102.4
62434;30.04.2018;102.4
62434;31.05.2018;102.4
62434;30.06.2018;102.3
62434;31.07.2018;102.5
62434;31.08.2018;103.1
62434;30.09.2018;103.4
62434;31.10.2018;103.5
62434;30.11.2018;103.8
62434;31.12.2018;104.3
62434;31.01.2019;105
62434;28.02.2019;105.2
62434;31.03.2019;105.3
62434;30.04.2019;105.2
62434;31.05.2019;105.1
62434;30.06.2019;104.7
62434;31.07.2019;104.6
62434;31.08.2019;104.3
62434;30.09.2019;104
62434;31.10.2019;103.8
62434;30.11.2019;103.5
62434;31.12.2019;103
62434;31.01.2020;102.4
62434;29.02.2020;102.3
62434;31.03.2020;102.5
62434;30.04.2020;103.1
62434;31.05.2020;103
62434;30.06.2020;103.2
62434;31.07.2020;103.4
62434;31.08.2020;103.6
62434;30.09.2020;103.7
62434;31.10.2020;104
62434;30.11.2020;104.4
62434;31.12.2020;104.9
62434;31.01.2021;105.2
62434;28.02.2021;105.7
62434;31.03.2021;105.8
62434;30.04.2021;105.5
62434;31.05.2021;106
62434;30.06.2021;106.5
62434;31.07.2021;106.5
62434;31.08.2021;106.7
62434;30.09.2021;107.4
62434;31.10.2021;108.1
62434;30.11.2021;108.4
62434;31.12.2021;108.4
62434;31.01.2022;108.7
62434;28.02.2022;109.2
62434;31.03.2022;116.7
62434;30.04.2022;117.8
62434;31.05.2022;117.1
62434;30.06.2022;115.9
62434;31.07.2022;115.1
62434;31.08.2022;114.3
62434;30.09.2022;113.7
62434;31.10.2022;112.6
62434;30.11.2022;112
62434;31.12.2022;111.9
62434;31.01.2023;111.8
62434;28.02.2023;111
62434;31.03.2023;103.5
62434;30.04.2023;102.3
62434;31.05.2023;102.5
62434;30.06.2023;103.3
62434;31.07.2023;104.3
62434;31.08.2023;105.2
62434;30.09.2023;106
62434;31.10.2023;106.7
62434;30.11.2023;107.5
62434;31.12.2023;107.4
62434;31.01.2024;107.4
62434;29.02.2024;107.7
62434;31.03.2024;107.7
62434;30.04.2024;107.8
