62434;31.01.1999;196.9
62434;28.02.1999;203.3
62434;31.03.1999;207.6
62434;30.04.1999;213.1
62434;31.05.1999;216.7
62434;30.06.1999;220.7
62434;31.07.1999;226.5
62434;31.08.1999;221
62434;30.09.1999;162
62434;31.10.1999;157.1
62434;30.11.1999;150.5
62434;31.12.1999;136.5
62434;31.01.2000;128.9
62434;29.02.2000;125.1
62434;31.03.2000;122.5
62434;30.04.2000;120
62434;31.05.2000;119.4
62434;30.06.2000;120.1
62434;31.07.2000;118.9
62434;31.08.2000;118.7
62434;30.09.2000;118.5
62434;31.10.2000;119.4
62434;30.11.2000;119.8
62434;31.12.2000;120.2
62434;31.01.2001;120.7
62434;28.02.2001;122.2
62434;31.03.2001;123.7
62434;30.04.2001;124.8
62434;31.05.2001;124.8
62434;30.06.2001;123.7
62434;31.07.2001;122.1
62434;31.08.2001;120.9
62434;30.09.2001;120
62434;31.10.2001;118.8
62434;30.11.2001;118.6
62434;31.12.2001;118.6
62434;31.01.2002;119
62434;28.02.2002;117.7
62434;31.03.2002;116.8
62434;30.04.2002;116
62434;31.05.2002;115.9
62434;30.06.2002;114.7
62434;31.07.2002;115
62434;31.08.2002;115.1
62434;30.09.2002;114.9
62434;31.10.2002;114.8
62434;30.11.2002;115.1
62434;31.12.2002;115.1
62434;31.01.2003;114.3
62434;28.02.2003;114.8
62434;31.03.2003;114.8
62434;30.04.2003;114.6
62434;31.05.2003;113.6
62434;30.06.2003;113.9
62434;31.07.2003;113.9
62434;31.08.2003;113.3
62434;30.09.2003;113.3
62434;31.10.2003;113.2
62434;30.11.2003;112.5
62434;31.12.2003;112
62434;31.01.2004;111.3
62434;29.02.2004;110.6
62434;31.03.2004;110.3
62434;30.04.2004;110.2
62434;31.05.2004;110.2
62434;30.06.2004;110.1
62434;31.07.2004;110.4
62434;31.08.2004;111.3
62434;30.09.2004;111.4
62434;31.10.2004;111.5
62434;30.11.2004;111.7
62434;31.12.2004;111.7
62434;31.01.2005;112.7
62434;28.02.2005;113
62434;31.03.2005;113.6
62434;30.04.2005;113.8
62434;31.05.2005;113.8
62434;30.06.2005;113.7
62434;31.07.2005;113.2
62434;31.08.2005;112.5
62434;30.09.2005;112.3
62434;31.10.2005;111.7
62434;30.11.2005;111.3
62434;31.12.2005;110.9
62434;31.01.2006;110.7
62434;28.02.2006;111.2
62434;31.03.2006;110.6
62434;30.04.2006;109.8
62434;31.05.2006;109.4
62434;30.06.2006;109
62434;31.07.2006;109.3
62434;31.08.2006;109.6
62434;30.09.2006;109.5
62434;31.10.2006;109.2
62434;30.11.2006;109
62434;31.12.2006;109
62434;31.01.2007;108.2
62434;28.02.2007;107.6
62434;31.03.2007;107.4
62434;30.04.2007;107.6
62434;31.05.2007;107.8
62434;30.06.2007;108.5
62434;31.07.2007;108.7
62434;31.08.2007;108.6
62434;30.09.2007;109.4
62434;31.10.2007;110.8
62434;30.11.2007;111.5
62434;31.12.2007;111.9
62434;31.01.2008;112.6
62434;29.02.2008;112.7
62434;31.03.2008;113.3
62434;30.04.2008;114.3
62434;31.05.2008;115.1
62434;30.06.2008;115.1
62434;31.07.2008;114.7
62434;31.08.2008;115
62434;30.09.2008;115
62434;31.10.2008;114.2
62434;30.11.2008;113.8
62434;31.12.2008;113.3
62434;31.01.2009;113.4
62434;28.02.2009;113.9
62434;31.03.2009;114
62434;30.04.2009;113.2
62434;31.05.2009;112.3
62434;30.06.2009;111.9
62434;31.07.2009;112
62434;31.08.2009;111.6
62434;30.09.2009;110.7
62434;31.10.2009;109.7
62434;30.11.2009;109.1
62434;31.12.2009;108.8
62434;31.01.2010;108
62434;28.02.2010;107.2
62434;31.03.2010;106.5
62434;30.04.2010;106
62434;31.05.2010;106
62434;30.06.2010;105.8
62434;31.07.2010;105.5
