train_loss,step,epoch
5.433131694793701,49,0
3.3336129188537598,99,1
2.148470640182495,149,2
1.8828837871551514,199,3
1.826593279838562,249,4
1.8818244934082031,299,5
1.6911799907684326,349,6
1.5233757495880127,399,7
1.8435102701187134,449,8
1.8326759338378906,499,9
