train_loss,step,epoch
4.700311183929443,49,0
2.8413162231445312,99,1
2.6332952976226807,149,2
2.550046682357788,199,3
2.532977342605591,249,4
2.526824712753296,299,5
2.5157833099365234,349,6
2.4478256702423096,399,7
2.463304042816162,449,8
2.365586757659912,499,9
