train_loss,step,epoch
5.220930576324463,49,0
3.375800848007202,99,1
2.375596523284912,149,2
1.9654078483581543,199,3
1.758634090423584,249,4
1.9278080463409424,299,5
1.8877105712890625,349,6
1.7898647785186768,399,7
1.7722049951553345,449,8
1.7491936683654785,499,9
